Day,Date,Head Count,Time
Saturday,2024-04-27,4,11:30
Saturday,2024-04-27,25,12:00
Saturday,2024-04-27,32,13:00
Saturday,2024-04-27,25,14:00
Saturday,2024-04-27,25,15:00
Saturday,2024-04-27,20,16:00
Saturday,2024-04-27,15,17:00
Saturday,2024-04-27,5,18:00
Saturday,2024-04-27,4,18:20
Saturday,2024-04-27,7,18:40
Saturday,2024-04-27,6,19:00
Saturday,2024-04-27,6,19:20
Saturday,2024-04-27,3,19:40
Saturday,2024-04-27,11,20:30
Saturday,2024-04-27,12,22:00
Saturday,2024-04-27,9,23:10
Sunday,2024-04-28,0,12:00
Sunday,2024-04-28,0,12:30
Sunday,2024-04-28,1,13:00
Sunday,2024-04-28,6,13:30
Sunday,2024-04-28,0,16:00
Sunday,2024-04-28,3,16:30
Sunday,2024-04-28,0,17:00
Sunday,2024-04-28,1,17:30
Sunday,2024-04-28,5,18:00
Sunday,2024-04-28,7,18:20
Sunday,2024-04-28,8,18:40
Sunday,2024-04-28,14,19:00
Sunday,2024-04-28,13,19:20
Sunday,2024-04-28,13,19:40
Sunday,2024-04-28,3,20:00
Sunday,2024-04-28,1,20:45
Sunday,2024-04-28,3,21:30
Sunday,2024-04-28,5,21:50
Monday,2024-04-29,2,12:05
Monday,2024-04-29,4,12:30
Monday,2024-04-29,5,13:30
Monday,2024-04-29,1,14:00
Monday,2024-04-29,2,15:00
Monday,2024-04-29,5,15:30
Monday,2024-04-29,8,16:45
Monday,2024-04-29,6,18:00
Monday,2024-04-29,7,18:30
Monday,2024-04-29,2,19:00
Monday,2024-04-29,11,19:30
Monday,2024-04-29,5,20:00
Monday,2024-04-29,1,20:30
Monday,2024-04-29,5,21:00
Monday,2024-04-29,4,21:30
Tuesday,2024-04-30,5,14:05
Tuesday,2024-04-30,2,15:20
Tuesday,2024-04-30,7,18:00
Tuesday,2024-04-30,8,18:30
Tuesday,2024-04-30,4,19:15
Tuesday,2024-04-30,9,19:45
Tuesday,2024-04-30,10,20:00
Tuesday,2024-04-30,4,20:30
Tuesday,2024-04-30,7,21:00
Tuesday,2024-04-30,7,21:30
Tuesday,2024-04-30,0,22:00
Wednesday,2024-05-01,6,12:00
Wednesday,2024-05-01,9,12:30
Wednesday,2024-05-01,4,13:00
Wednesday,2024-05-01,1,13:30
Wednesday,2024-05-01,4,14:00
Wednesday,2024-05-01,8,14:20
Wednesday,2024-05-01,9,14:40
Wednesday,2024-05-01,9,15:00
Wednesday,2024-05-01,8,15:20
Wednesday,2024-05-01,7,15:40
Wednesday,2024-05-01,3,16:00
Wednesday,2024-05-01,4,16:20
Wednesday,2024-05-01,5,16:40
Wednesday,2024-05-01,5,17:00
Wednesday,2024-05-01,7,17:20
Wednesday,2024-05-01,7,17:40
Wednesday,2024-05-01,3,18:00
Wednesday,2024-05-01,5,19:00
Wednesday,2024-05-01,7,20:00
Wednesday,2024-05-01,12,20:30
Wednesday,2024-05-01,7,21:15
Wednesday,2024-05-01,1,22:00
Thursday,2024-05-02,0,11:00
Thursday,2024-05-02,3,13:03
Thursday,2024-05-02,0,13:55
Thursday,2024-05-02,5,14:30
Thursday,2024-05-02,2,15:00
Thursday,2024-05-02,1,15:30
Thursday,2024-05-02,4,16:00
Thursday,2024-05-02,7,16:30
Thursday,2024-05-02,3,17:00
Thursday,2024-05-02,7,17:30
Thursday,2024-05-02,10,18:00
Thursday,2024-05-02,5,19:00
Thursday,2024-05-02,5,20:00
Friday,2024-05-03,2,12:00
Friday,2024-05-03,5,12:30
Friday,2024-05-03,10,13:00
Friday,2024-05-03,19,13:30
Friday,2024-05-03,5,14:00
Friday,2024-05-03,5,14:20
Friday,2024-05-03,7,14:40
Friday,2024-05-03,6,15:00
Friday,2024-05-03,8,15:20
Friday,2024-05-03,8,15:40
Friday,2024-05-03,5,16:00
Friday,2024-05-03,6,16:30
Friday,2024-05-03,5,17:00
Friday,2024-05-03,7,18:00
Friday,2024-05-03,21,18:20
Friday,2024-05-03,10,18:40
Friday,2024-05-03,17,19:00
Friday,2024-05-03,12,19:20
Friday,2024-05-03,8,19:40
Friday,2024-05-03,5,20:00
Friday,2024-05-03,3,20:20
Friday,2024-05-03,2,20:40
Friday,2024-05-03,4,21:00
Friday,2024-05-03,12,21:20
Friday,2024-05-03,17,21:40
Friday,2024-05-03,19,22:00
Friday,2024-05-03,12,22:20
Friday,2024-05-03,19,22:40
Friday,2024-05-03,13,23:00
Friday,2024-05-03,5,23:20
Friday,2024-05-03,12,23:40
Friday,2024-05-03,1,00:00
Saturday,2024-05-04,0,12:00
Saturday,2024-05-04,4,12:30
Saturday,2024-05-04,6,13:15
Saturday,2024-05-04,1,13:45
Saturday,2024-05-04,3,14:30
Saturday,2024-05-04,2,15:00
Saturday,2024-05-04,0,15:30
Saturday,2024-05-04,4,16:00
Saturday,2024-05-04,5,16:20
Saturday,2024-05-04,6,16:40
Saturday,2024-05-04,6,17:00
Saturday,2024-05-04,6,17:20
Saturday,2024-05-04,4,17:40
Saturday,2024-05-04,4,18:00
Saturday,2024-05-04,4,18:20
Saturday,2024-05-04,2,18:40
Saturday,2024-05-04,2,19:00
Saturday,2024-05-04,1,19:20
Saturday,2024-05-04,1,19:40
Saturday,2024-05-04,3,20:00
Saturday,2024-05-04,5,20:20
Saturday,2024-05-04,5,20:40
Saturday,2024-05-04,6,21:00
Saturday,2024-05-04,11,21:20
Saturday,2024-05-04,6,21:40
Saturday,2024-05-04,8,22:00
Saturday,2024-05-04,7,22:20
Saturday,2024-05-04,15,22:40
Saturday,2024-05-04,16,23:00
Saturday,2024-05-04,17,23:20
Saturday,2024-05-04,13,23:40
Saturday,2024-05-04,5,00:00
Sunday,2024-05-05,1,11:30
Sunday,2024-05-05,0,12:00
Sunday,2024-05-05,5,12:30
Sunday,2024-05-05,7,13:00
Sunday,2024-05-05,0,13:30
Sunday,2024-05-05,9,16:00
Sunday,2024-05-05,5,16:30
Sunday,2024-05-05,4,17:00
Sunday,2024-05-05,2,17:30
Sunday,2024-05-05,2,18:00
Sunday,2024-05-05,4,18:20
Sunday,2024-05-05,6,18:40
Sunday,2024-05-05,5,19:00
Sunday,2024-05-05,6,19:20
Sunday,2024-05-05,4,19:40
Sunday,2024-05-05,4,20:00
Sunday,2024-05-05,4,20:45
Sunday,2024-05-05,9,21:15
Sunday,2024-05-05,8,21:50
Monday,2024-05-06,0,12:00
Monday,2024-05-06,5,13:00
Monday,2024-05-06,2,14:30
Monday,2024-05-06,3,15:00
Monday,2024-05-06,8,16:30
Monday,2024-05-06,6,17:05
Monday,2024-05-06,1,17:30
Monday,2024-05-06,12,18:00
Monday,2024-05-06,17,18:30
Monday,2024-05-06,10,19:00
Monday,2024-05-06,8,19:30
Monday,2024-05-06,5,20:00
Monday,2024-05-06,8,20:20
Monday,2024-05-06,12,20:40
Monday,2024-05-06,15,21:00
Monday,2024-05-06,8,21:20
Monday,2024-05-06,12,21:40
Monday,2024-05-06,9,22:00
Tuesday,2024-05-07,2,10:50
Tuesday,2024-05-07,0,14:05
Tuesday,2024-05-07,2,14:30
Tuesday,2024-05-07,9,18:00
Tuesday,2024-05-07,13,18:30
Tuesday,2024-05-07,10,19:00
Tuesday,2024-05-07,8,19:45
Tuesday,2024-05-07,5,20:00
Tuesday,2024-05-07,8,20:30
Tuesday,2024-05-07,6,21:00
Tuesday,2024-05-07,5,21:30
Tuesday,2024-05-07,5,22:00
Wednesday,2024-05-08,3,11:00
Wednesday,2024-05-08,0,12:28
Wednesday,2024-05-08,5,15:40
Wednesday,2024-05-08,7,18:00
Wednesday,2024-05-08,11,18:30
Wednesday,2024-05-08,9,19:00
Wednesday,2024-05-08,10,19:30
Wednesday,2024-05-08,6,20:00
Wednesday,2024-05-08,2,20:30
Wednesday,2024-05-08,4,21:00
Wednesday,2024-05-08,6,21:30
Thursday,2024-05-09,1,10:11
Thursday,2024-05-09,0,12:06
Thursday,2024-05-09,3,13:36
Thursday,2024-05-09,3,14:00
Thursday,2024-05-09,9,15:00
Thursday,2024-05-09,12,15:30
Thursday,2024-05-09,10,15:50
Thursday,2024-05-09,8,18:04
Thursday,2024-05-09,4,18:30
Thursday,2024-05-09,1,19:00
Thursday,2024-05-09,8,19:30
Thursday,2024-05-09,4,20:00
Friday,2024-05-10,3,10:03
Friday,2024-05-10,4,12:22
Friday,2024-05-10,8,13:23
Friday,2024-05-10,14,14:34
Friday,2024-05-10,7,15:14
Friday,2024-05-10,8,16:00
Friday,2024-05-10,4,16:30
Friday,2024-05-10,6,17:00
Friday,2024-05-10,9,17:30
Friday,2024-05-10,6,18:00
Friday,2024-05-10,13,18:20
Friday,2024-05-10,12,18:40
Friday,2024-05-10,9,19:00
Friday,2024-05-10,10,19:20
Friday,2024-05-10,13,19:40
Friday,2024-05-10,16,20:00
Friday,2024-05-10,12,20:20
Friday,2024-05-10,16,20:40
Friday,2024-05-10,20,21:00
Friday,2024-05-10,18,21:20
Friday,2024-05-10,14,21:40
Friday,2024-05-10,15,22:00
Friday,2024-05-10,9,22:20
Friday,2024-05-10,8,22:40
Friday,2024-05-10,13,23:00
Friday,2024-05-10,11,23:20
Friday,2024-05-10,8,23:40
Friday,2024-05-10,5,00:00
Saturday,2024-05-11,1,12:00
Saturday,2024-05-11,3,12:30
Saturday,2024-05-11,4,13:00
Saturday,2024-05-11,0,13:30
Saturday,2024-05-11,4,14:00
Saturday,2024-05-11,6,14:30
Saturday,2024-05-11,10,15:00
Saturday,2024-05-11,2,15:30
Saturday,2024-05-11,0,16:00
Saturday,2024-05-11,0,16:30
Saturday,2024-05-11,2,17:00
Saturday,2024-05-11,4,17:30
Saturday,2024-05-11,0,18:00
Saturday,2024-05-11,3,18:20
Saturday,2024-05-11,6,18:40
Saturday,2024-05-11,10,19:00
Saturday,2024-05-11,8,19:20
Saturday,2024-05-11,8,19:40
Saturday,2024-05-11,9,20:00
Saturday,2024-05-11,7,20:20
Saturday,2024-05-11,6,20:40
Saturday,2024-05-11,8,21:00
Saturday,2024-05-11,8,21:20
Saturday,2024-05-11,2,21:40
Saturday,2024-05-11,2,22:00
Saturday,2024-05-11,4,22:20
Saturday,2024-05-11,3,22:40
Saturday,2024-05-11,7,23:00
Saturday,2024-05-11,8,23:20
Saturday,2024-05-11,5,23:40
Saturday,2024-05-11,5,00:00
Sunday,2024-05-12,0,10:30
Sunday,2024-05-12,3,13:47
Sunday,2024-05-12,2,15:08
Sunday,2024-05-12,2,16:46
Sunday,2024-05-12,4,18:00
Sunday,2024-05-12,2,18:20
Sunday,2024-05-12,4,18:40
Sunday,2024-05-12,5,19:00
Sunday,2024-05-12,15,19:20
Sunday,2024-05-12,16,19:40
Sunday,2024-05-12,6,20:00
Sunday,2024-05-12,6,20:20
Sunday,2024-05-12,7,20:40
Sunday,2024-05-12,4,21:00
Sunday,2024-05-12,12,21:20
Sunday,2024-05-12,8,21:40
Sunday,2024-05-12,5,22:00
Monday,2024-05-13,0,12:00
Monday,2024-05-13,4,12:30
Monday,2024-05-13,2,13:00
Monday,2024-05-13,1,14:00
Monday,2024-05-13,3,15:00
Monday,2024-05-13,3,16:00
Monday,2024-05-13,4,17:00
Monday,2024-05-13,4,17:45
Monday,2024-05-13,8,18:00
Monday,2024-05-13,8,18:20
Monday,2024-05-13,9,18:40
Monday,2024-05-13,12,19:00
Monday,2024-05-13,11,19:20
Monday,2024-05-13,10,19:40
Monday,2024-05-13,13,20:00
Monday,2024-05-13,10,20:20
Monday,2024-05-13,13,20:40
Monday,2024-05-13,15,21:00
Monday,2024-05-13,9,21:20
Monday,2024-05-13,8,21:40
Monday,2024-05-13,3,22:00
Tuesday,2024-05-14,0,10:55
Tuesday,2024-05-14,3,11:41
Tuesday,2024-05-14,4,13:05
Tuesday,2024-05-14,4,15:02
Tuesday,2024-05-14,10,16:00
Tuesday,2024-05-14,10,17:00
Tuesday,2024-05-14,13,18:00
Tuesday,2024-05-14,10,18:20
Tuesday,2024-05-14,11,18:40
Tuesday,2024-05-14,8,19:00
Tuesday,2024-05-14,12,19:20
Tuesday,2024-05-14,10,19:40
Tuesday,2024-05-14,10,20:00
Tuesday,2024-05-14,9,20:20
Tuesday,2024-05-14,9,20:40
Tuesday,2024-05-14,12,21:00
Tuesday,2024-05-14,10,21:20
Tuesday,2024-05-14,5,21:40
Tuesday,2024-05-14,3,22:00
